price,model_year,transmission,fuel_type,mileage,brand,model,number_of_doors,origin,first_owner,tax_horsepower,condition,abs,airbags,multimedia,backup_camera,air_conditioning,esp,aluminum_wheels,speed_limiter,onboard_computer,parking_sensors,cruise_control,leather_seats,navigation_gps,sunroof,remote_central_locking,power_windows,car_age
87000,2012.0,Manuelle,Hybride,2499.5,Renault,Kangoo,4,WW au Maroc,True,6.0,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,13.0
385000,2018.0,Automatique,Diesel,134999.5,Volkswagen,Tiguan,4,Importée neuve,True,8.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0
145000,2013.0,Manuelle,Diesel,184999.5,BMW,Série 1,5,Dédouanée,False,6.0,Très bon,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True,True,12.0
15000,1987.0,Manuelle,Essence,17499.5,Renault,Super 5,3,Dédouanée,False,6.0,Excellent,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,38.0
58000,2003.0,Manuelle,Diesel,274999.5,Volkswagen,Passat,5,Dédouanée,False,8.0,Bon,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,22.0
132000,2009.0,Automatique,Diesel,224999.5,Mercedes-Benz,Classe C,5,Dédouanée,False,8.0,Excellent,True,True,True,False,True,False,True,True,False,False,True,True,False,False,True,True,16.0
92000,2016.0,Manuelle,Diesel,134080.26653832692,Dacia,Lodgy,5,WW au Maroc,False,6.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
92000,2016.0,Manuelle,Diesel,134080.26653832692,Dacia,Lodgy,5,WW au Maroc,False,6.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
92000,2016.0,Manuelle,Diesel,134080.26653832692,Dacia,Lodgy,5,WW au Maroc,False,6.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
92000,2016.0,Manuelle,Diesel,134080.26653832692,Dacia,Lodgy,5,WW au Maroc,False,6.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
78000,2007.0,Manuelle,Diesel,374999.5,Volkswagen,Passat,5,WW au Maroc,False,8.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18.0
30000,1990.0,Manuelle,Essence,274999.5,Peugeot,405,5,Dédouanée,False,9.0,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,35.0
90000,2009.0,Automatique,Diesel,37499.5,Volkswagen,Passat,5,Dédouanée,False,8.0,Bon,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,16.0
122000,2022.0,Manuelle,Diesel,92499.5,Dacia,Sandero,5,WW au Maroc,True,6.0,Excellent,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,3.0
109000,2017.0,Manuelle,Diesel,104999.5,Seat,Ibiza,5,WW au Maroc,True,6.0,Très bon,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,8.0
220000,2021.0,Automatique,Diesel,124999.5,Toyota,Fortuner,4,WW au Maroc,True,10.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
127000,2012.0,Manuelle,Diesel,224999.5,Volkswagen,Passat,3,Dédouanée,False,6.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.0
111000,2018.0,Automatique,Essence,62499.5,Hyundai,i10,5,WW au Maroc,False,4.0,Excellent,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.0
197000,2021.0,Manuelle,Diesel,72499.5,Skoda,Octavia,5,WW au Maroc,False,8.0,Excellent,True,True,True,False,True,True,True,False,True,False,True,True,True,False,True,True,4.0
16000,1990.0,Manuelle,Diesel,164999.5,Renault,Super 5,5,WW au Maroc,False,5.0,Excellent,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,35.0
75000,2002.0,Manuelle,Diesel,324999.5,Mercedes-Benz,220,5,Dédouanée,False,9.0,Bon,True,True,True,False,False,True,True,True,False,False,False,False,False,True,True,True,23.0
115000,2022.0,Manuelle,Essence,52499.5,Kia,Picanto,5,WW au Maroc,False,6.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3.0
98000,2011.0,Manuelle,Diesel,224999.5,Renault,Megane,5,WW au Maroc,False,7.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.0
270000,2014.0,Automatique,Essence,17499.5,Audi,A3,5,Importée neuve,False,11.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,11.0
375000,2018.0,Automatique,Diesel,144999.5,Volkswagen,Tiguan,5,Importée neuve,True,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,7.0
178000,2017.0,Automatique,Diesel,164999.5,Ford,Kuga,5,WW au Maroc,True,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,8.0
98000,2012.0,Manuelle,Diesel,164999.5,Alfa Romeo,Giulietta,5,WW au Maroc,False,8.0,Très bon,True,True,False,False,True,True,True,False,False,True,True,True,True,False,False,True,13.0
38000,1988.0,Manuelle,Essence,104999.5,Renault,R4,4,WW au Maroc,False,5.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37.0
195000,2021.0,Manuelle,Diesel,134999.5,Skoda,Octavia,5,WW au Maroc,True,8.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
115000,2022.0,Manuelle,Essence,7499.5,Kia,Picanto,5,WW au Maroc,False,6.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3.0
147000,2017.0,Manuelle,Diesel,144999.5,Hyundai,Elantra,5,WW au Maroc,False,6.0,Très bon,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,8.0
46000,2010.0,Manuelle,Essence,134999.5,Peugeot,206,5,WW au Maroc,False,8.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.0
160000,2016.0,Manuelle,Diesel,134999.5,Volkswagen,Passat,5,WW au Maroc,False,8.0,Excellent,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,9.0
68000,2007.0,Automatique,Diesel,22499.5,Hyundai,Santa Fe,5,WW au Maroc,False,9.0,Excellent,False,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,18.0
78000,2004.0,Automatique,Diesel,224999.5,Mercedes-Benz,220,5,Dédouanée,False,9.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,21.0
120000,2015.0,Manuelle,Diesel,154999.5,Opel,Astra,5,WW au Maroc,True,7.0,Très bon,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,10.0
290000,2020.0,Automatique,Diesel,144999.5,Seat,Ateca,5,WW au Maroc,True,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5.0
165000,2011.0,Automatique,Diesel,12499.5,Mercedes-Benz,220,4,Dédouanée,False,9.0,Très bon,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,14.0
144000,2014.0,Manuelle,Diesel,144999.5,Nissan,Qashqai,5,WW au Maroc,True,6.0,Très bon,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,11.0
68000,2008.0,Manuelle,Diesel,27499.5,Citroen,C4,5,WW au Maroc,False,6.0,Bon,True,True,True,False,True,False,True,True,True,True,True,False,False,False,True,False,17.0
190000,2019.0,Automatique,Diesel,144999.5,Skoda,Octavia,5,WW au Maroc,False,8.0,Excellent,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,6.0
141989,2021.0,Automatique,Essence,52499.5,Fiat,500,3,WW au Maroc,True,6.0,Excellent,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,4.0
62000,2009.0,Manuelle,Diesel,194999.5,Dacia,Sandero,5,WW au Maroc,False,6.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16.0
78000,2006.0,Automatique,Diesel,67499.5,Hyundai,Santa Fe,5,WW au Maroc,False,9.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,19.0
53000,2002.0,Manuelle,Diesel,424999.5,Peugeot,307,5,WW au Maroc,False,6.0,Très bon,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,23.0
98000,2015.0,Manuelle,Diesel,194999.5,Renault,Kangoo,5,WW au Maroc,True,6.0,Très bon,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,10.0
180000,2011.0,Manuelle,Diesel,324999.5,Toyota,Hilux,5,WW au Maroc,False,10.0,Excellent,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,True,14.0
110000,2019.0,Manuelle,Diesel,12499.5,Renault,Clio,5,WW au Maroc,False,6.0,Très bon,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,6.0
295000,2020.0,Automatique,Diesel,87499.5,Audi,A4,5,WW au Maroc,False,8.0,Très bon,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,5.0
115000,2019.0,Manuelle,Diesel,114999.5,Peugeot,208,5,WW au Maroc,False,6.0,Excellent,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.0
165000,2020.0,Manuelle,Diesel,67499.5,Opel,Combo,5,WW au Maroc,False,6.0,Excellent,True,True,True,True,True,False,False,True,True,True,True,False,True,False,True,True,5.0
173000,2017.0,Manuelle,Diesel,124999.5,Skoda,Octavia,5,WW au Maroc,False,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,8.0
85000,2006.0,Manuelle,Diesel,224999.5,Peugeot,Partner,5,Dédouanée,False,7.0,Très bon,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,19.0
190000,2021.0,Manuelle,Diesel,87499.5,Kia,Ceed,5,WW au Maroc,False,6.0,Excellent,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,4.0
115000,2022.0,Manuelle,Essence,47499.5,Kia,Picanto,5,WW au Maroc,False,6.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3.0
60000,2006.0,Manuelle,Diesel,144999.5,Volkswagen,Polo,5,WW au Maroc,True,8.0,Très bon,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,19.0
59000,2006.0,Manuelle,Diesel,374999.5,Renault,Clio,5,WW au Maroc,False,6.0,Très bon,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,19.0
158000,2022.0,Automatique,Diesel,82499.5,Hyundai,Accent,5,WW au Maroc,True,6.0,Excellent,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,True,3.0
71000,2011.0,Manuelle,Diesel,224999.5,Ssangyong,Kyron,5,WW au Maroc,False,8.0,Excellent,True,True,False,False,True,True,True,False,False,True,False,False,False,False,True,True,14.0
40000,1994.0,Manuelle,Diesel,87499.5,Volkswagen,Golf 3,5,Importée neuve,False,8.0,Très bon,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,31.0
115000,2019.0,Manuelle,Diesel,114999.5,Peugeot,208,5,WW au Maroc,False,6.0,Excellent,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.0
145000,2020.0,Manuelle,Diesel,27499.5,Citroen,C3,5,WW au Maroc,True,6.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,5.0
163000,2016.0,Automatique,Diesel,224999.5,Hyundai,ix35,5,WW au Maroc,False,8.0,Très bon,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,9.0
110000,2017.0,Automatique,Diesel,164999.5,Renault,Clio,4,WW au Maroc,False,7.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,8.0
408500,2020.0,Automatique,Diesel,174999.5,Mercedes-Benz,Classe CLA,5,Dédouanée,False,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,5.0
55000,2006.0,Manuelle,Essence,32499.5,Honda,Jazz,5,WW au Maroc,False,8.0,Excellent,False,True,True,True,True,False,False,False,True,True,False,False,True,False,True,True,19.0
290000,2020.0,Automatique,Diesel,224999.5,Volkswagen,Tiguan,5,WW au Maroc,True,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,5.0
33000,2002.0,Manuelle,Diesel,274999.5,Citroen,C15,5,Dédouanée,False,6.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23.0
107000,2008.0,Automatique,Diesel,274999.5,Audi,A3,5,Pas encore dédouanée,False,8.0,Neuf,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,17.0
190000,2021.0,Manuelle,Diesel,87499.5,Kia,Ceed,5,WW au Maroc,False,6.0,Excellent,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,4.0
108000,2013.0,Manuelle,Diesel,32499.5,Nissan,Juke,5,WW au Maroc,False,6.0,Bon,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,12.0
63000,2005.0,Manuelle,Diesel,274999.5,Toyota,RAV 4,5,Pas encore dédouanée,False,8.0,Neuf,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,20.0
290000,2020.0,Automatique,Diesel,144999.5,Seat,Ateca,5,WW au Maroc,True,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5.0
165000,2011.0,Automatique,Diesel,12499.5,Mercedes-Benz,220,4,Dédouanée,False,9.0,Très bon,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,14.0
115000,2017.0,Manuelle,Diesel,134999.5,Peugeot,208,5,WW au Maroc,False,6.0,Très bon,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,8.0
29000,1992.0,Manuelle,Diesel,374999.5,Peugeot,205,5,WW au Maroc,False,7.0,Bon,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,33.0
235000,2022.0,Automatique,Diesel,42499.5,Citroen,C4,5,WW au Maroc,True,7.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,3.0
43000,1999.0,Manuelle,Diesel,22499.5,Peugeot,206,5,Dédouanée,False,6.0,Excellent,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,26.0
78000,2008.0,Manuelle,Diesel,224999.5,Toyota,Auris,5,WW au Maroc,False,5.0,Excellent,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,17.0
300000,2022.0,Automatique,Hybride,62499.5,Toyota,Corolla Cross,5,WW au Maroc,True,10.0,Excellent,True,True,False,True,True,False,False,False,True,True,True,False,True,True,True,True,3.0
83000,2016.0,Manuelle,Essence,134999.5,Renault,Clio,5,WW au Maroc,False,7.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
109000,2019.0,Manuelle,Diesel,104999.5,Renault,Clio,5,WW au Maroc,False,6.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
147000,2017.0,Manuelle,Diesel,144999.5,Hyundai,Elantra,5,WW au Maroc,False,6.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0
130000,2020.0,Automatique,Diesel,144999.5,Renault,Clio,5,WW au Maroc,False,6.0,Très bon,False,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,5.0
62000,2006.0,Manuelle,Diesel,424999.5,Toyota,Corolla Verso,5,WW au Maroc,False,8.0,Bon,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,19.0
167000,2023.0,Manuelle,Diesel,7499.5,Dacia,Sandero,5,WW au Maroc,True,6.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,2.0
272000,2025.0,Automatique,Diesel,2499.5,Kia,Ceed,5,WW au Maroc,True,6.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,0.0
300000,2021.0,Automatique,Diesel,2499.5,Volkswagen,T-Roc,5,Dédouanée,True,8.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
167000,2020.0,Manuelle,Diesel,134999.5,Volkswagen,Caddy,5,WW au Maroc,False,8.0,Excellent,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True,5.0
70000,2009.0,Automatique,Essence,124999.5,Smart,ForTwo,3,Dédouanée,True,4.0,Excellent,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,16.0
83000,2016.0,Manuelle,Essence,134999.5,Renault,Clio,5,WW au Maroc,False,7.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
13500,2017.0,Manuelle,Essence,2499.5,Renault,12,5,Importée neuve,False,7.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0
30000,2025.0,Manuelle,Essence,22499.5,Volkswagen,Gol,5,WW au Maroc,False,6.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
48000,2002.0,Manuelle,Essence,224999.5,Honda,Jazz,5,Dédouanée,True,8.0,Bon,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,23.0
17000,1981.0,Manuelle,Essence,134080.26653832692,Renault,12,5,Dédouanée,False,7.0,Bon,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,44.0
230000,2016.0,Automatique,Diesel,134999.5,Audi,A6,5,Importée neuve,False,8.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,9.0
47000,2005.0,Manuelle,Essence,224999.5,Kia,Picanto,5,WW au Maroc,True,4.0,Bon,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,20.0
152000,2020.0,Manuelle,Diesel,134999.5,Fiat,Ducato,5,WW au Maroc,False,11.0,Très bon,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,5.0
290000,2022.0,Automatique,Diesel,47499.5,Peugeot,3008,5,WW au Maroc,True,8.0,Excellent,False,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,3.0
395000,2019.0,Automatique,Diesel,144999.5,Volkswagen,Tiguan,5,Importée neuve,True,9.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6.0
75000,2007.0,Manuelle,Diesel,194999.5,Ssangyong,Rexton,5,Dédouanée,True,11.0,Excellent,True,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,18.0
35000,2003.0,Manuelle,Diesel,164999.5,Citroen,Xsara,5,WW au Maroc,False,6.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22.0
21000,1994.0,Manuelle,Diesel,134999.5,Audi,80,5,Dédouanée,True,8.0,Très bon,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
21000,1994.0,Manuelle,Diesel,134999.5,Audi,80,5,Dédouanée,True,8.0,Très bon,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,31.0
200000,2012.0,Automatique,Diesel,194999.5,Audi,Q5,5,Dédouanée,False,8.0,Très bon,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,13.0
109990,2017.0,Automatique,Essence,82499.5,Fiat,500,3,WW au Maroc,True,7.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0
72000,2006.0,Manuelle,Diesel,194999.5,Citroen,C4,5,WW au Maroc,False,6.0,Neuf,True,True,False,True,True,False,True,False,False,True,True,True,False,False,False,True,19.0
18000,1987.0,Manuelle,Essence,104999.5,Renault,Super 5,5,Dédouanée,False,6.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38.0
220000,2016.0,Automatique,Diesel,154999.5,Land Rover,Range Rover Evoque,5,WW au Maroc,False,9.0,Excellent,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,9.0
245000,2015.0,Automatique,Diesel,224999.5,Volkswagen,Tiguan,5,Dédouanée,False,8.0,Excellent,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,10.0
52000,2002.0,Manuelle,Diesel,32499.5,Citroen,Berlingo,5,WW au Maroc,False,7.0,Bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,23.0
122000,2019.0,Manuelle,Diesel,114999.5,Peugeot,208,4,WW au Maroc,False,6.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,6.0
148000,2016.0,Manuelle,Diesel,154999.5,Ford,Focus,5,Importée neuve,False,6.0,Excellent,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,9.0
174000,2017.0,Automatique,Diesel,87499.5,Jeep,Renegade,5,WW au Maroc,False,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,8.0
110000,2014.0,Manuelle,Diesel,2499.5,Peugeot,508,5,WW au Maroc,False,8.0,Bon,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,11.0
115000,2020.0,Manuelle,Essence,67499.5,Skoda,Fabia,5,WW au Maroc,True,6.0,Excellent,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,5.0
90000,2009.0,Automatique,Diesel,37499.5,Volkswagen,Passat,5,Dédouanée,False,8.0,Bon,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,16.0
29000,2009.0,Manuelle,Essence,97499.5,Chery,QQ,5,WW au Maroc,False,6.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16.0
150000,2015.0,Automatique,Diesel,224999.5,Hyundai,Santa Fe,5,WW au Maroc,True,9.0,Bon,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,10.0
112000,2019.0,Manuelle,Diesel,92499.5,Peugeot,301,5,WW au Maroc,True,6.0,Excellent,True,True,True,False,True,True,False,True,False,True,True,False,False,False,False,True,6.0
260000,2015.0,Automatique,Diesel,194999.5,Mercedes-Benz,Classe GLA,5,Dédouanée,True,6.0,Excellent,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,10.0
134000,2020.0,Manuelle,Diesel,82499.5,Dacia,Sandero,5,WW au Maroc,False,6.0,Excellent,True,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,5.0
159000,2017.0,Manuelle,Diesel,174999.5,Ford,Kuga,5,WW au Maroc,False,8.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,8.0
250000,2018.0,Automatique,Diesel,104999.5,Volkswagen,Touran,5,Dédouanée,False,7.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,7.0
168000,2019.0,Automatique,Diesel,144999.5,Renault,Megane,5,WW au Maroc,True,6.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
70000,2008.0,Automatique,Essence,224999.5,Audi,Q7,5,WW au Maroc,False,24.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17.0
49000,2003.0,Manuelle,Essence,224999.5,Honda,Jazz,5,WW au Maroc,False,8.0,Très bon,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,22.0
146000,2012.0,Automatique,Diesel,224999.5,Audi,A3,5,Dédouanée,False,9.0,Excellent,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,13.0
188000,2020.0,Automatique,Diesel,124999.5,Volkswagen,Jetta,5,WW au Maroc,True,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,5.0
159000,2019.0,Manuelle,Diesel,144999.5,Renault,Megane,5,WW au Maroc,True,6.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
52000,2002.0,Manuelle,Diesel,194999.5,Renault,Megane,5,WW au Maroc,False,7.0,Très bon,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,23.0
117000,2018.0,Manuelle,Diesel,104999.5,Dacia,Sandero,5,WW au Maroc,True,6.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0
110000,2017.0,Automatique,Essence,32499.5,Renault,Kangoo,5,WW au Maroc,True,6.0,Excellent,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,8.0
290000,2022.0,Automatique,Diesel,47499.5,Peugeot,3008,5,WW au Maroc,True,8.0,Excellent,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,True,3.0
305000,2019.0,Automatique,Diesel,7499.5,Skoda,Kodiaq,5,WW au Maroc,True,8.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
150000,2025.0,Automatique,Essence,2499.5,Dacia,Logan,5,WW au Maroc,True,6.0,Neuf,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,0.0
58000,2003.0,Manuelle,Diesel,274999.5,Volkswagen,Passat,5,Dédouanée,False,8.0,Bon,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,True,22.0
40000,2002.0,Manuelle,Diesel,224999.5,Citroen,Xsara,5,WW au Maroc,False,7.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23.0
109000,2019.0,Manuelle,Diesel,174999.5,Peugeot,208,5,WW au Maroc,False,6.0,Excellent,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,6.0
39000,2000.0,Manuelle,Diesel,22499.5,Peugeot,206,5,WW au Maroc,False,7.0,Correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25.0
130000,2021.0,Manuelle,Diesel,42499.5,Nissan,Micra,5,WW au Maroc,False,6.0,Très bon,True,False,True,False,True,True,True,True,False,False,True,False,True,False,True,True,4.0
83000,2009.0,Manuelle,Diesel,274999.5,Peugeot,308,5,WW au Maroc,False,6.0,Bon,True,False,True,True,True,False,False,True,True,True,True,False,True,False,False,True,16.0
170000,2024.0,Automatique,Essence,17499.5,Geely,GX3 PRO,5,WW au Maroc,True,9.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0
53000,2006.0,Manuelle,Diesel,374999.5,Peugeot,Partner,5,WW au Maroc,False,6.0,Bon,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,19.0
130000,2009.0,Automatique,Diesel,194999.5,BMW,X5,5,WW au Maroc,False,12.0,Bon,True,True,True,False,True,False,True,True,False,False,True,True,False,False,True,True,16.0
168000,2019.0,Automatique,Diesel,144999.5,Renault,Megane,5,WW au Maroc,True,6.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
135000,2022.0,Manuelle,Diesel,77499.5,Dacia,Sandero,4,WW au Maroc,True,6.0,Excellent,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,3.0
159000,2019.0,Manuelle,Diesel,144999.5,Renault,Megane,5,WW au Maroc,True,6.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
159000,2019.0,Manuelle,Diesel,144999.5,Renault,Megane,5,WW au Maroc,True,6.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
210000,2021.0,Automatique,Hybride,52499.5,Toyota,C-HR,5,WW au Maroc,True,10.0,Excellent,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,True,4.0
110000,2013.0,Manuelle,Diesel,224999.5,Renault,Captur,5,WW au Maroc,True,6.0,Bon,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True,12.0
117000,2018.0,Manuelle,Diesel,104999.5,Dacia,Sandero,5,WW au Maroc,True,6.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0
137000,2015.0,Manuelle,Diesel,194999.5,Ford,Kuga,5,WW au Maroc,True,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,10.0
139000,2024.0,Manuelle,Diesel,7499.5,Fiat,Fiorino,5,WW au Maroc,True,5.0,Excellent,True,True,True,False,True,True,True,True,False,False,False,False,False,True,True,True,1.0
